id;word;slog
652;ALHAZAR;AL-HA-ZAR
653;ALHAMDULILLOH;AL-HAM-DU-LIL-LOH
654;ALHOL;AL-HOL
655;ALHOSIL;AL-HO-SIL
656;ALBATROS;AL-BAT-ROS
657;ALBOM;AL-BOM
658;ALPINIZM;AL-PI-NIZM
659;ALPINIST;AL-PI-NIST
660;ALTERNATIV;AL-TER-NA-TIV
661;ALTERNATIVA;AL-TER-NA-TI-VA
662;ALTIMETR;AL-TI-METR
663;ALFA;AL-FA
664;ALYUMIN;A-LYU-MIN
665;ALYUMINIY;A-LYU-MI-NIY
666;AMAKI;A-MA-KI
667;AMAKIVACHCHA;A-MA-KI-VACH-CHA
668;AMAL;A-MAL
669;AMALDA;A-MAL-DA
670;AMALDOR;A-MAL-DOR
671;AMALIYOT;A-MA-LI-YOT
672;AMALIYOTCHI;A-MA-LI-YOT-CHI
673;AMALIY;A-MA-LIY
674;AMALIYA;A-MA-LI-YA
675;AMALLAB;A-MAL-LAB
676;AMALLAMOQ;A-MAL-LA-MOQ
677;AMALPARAST;A-MAL-PA-RAST
678;AMALPARASTLIK;A-MAL-PA-RAST-LIK
679;AMBULATORIYA;AM-BU-LA-TO-RI-YA
680;AMIN;A-MIN
681;AMINONA;A-MI-NO-NA
682;AMIR;A-MIR
683;AMIRALMO‘MININ;A-MI-RAL-MO‘-MI-NIN
684;AMIRZODA;A-MIR-ZO-DA
685;AMIRI;A-MI-RI
686;AMIRKON;A-MIR-KON
687;AMIRLIK;A-MIR-LIK
688;AMLOK;AM-LOK
689;AMLOQDOR;AM-LOQ-DOR
690;AMMA;AM-MA
691;AMMAVACHCHA;AM-MA-VACH-CHA
692;AMMIAK;AM-MI-AK
693;AMMIAKLI;AM-MI-AK-LI
694;AMMO;AM-MO
695;AMMONIY;AM-MO-NIY
696;AMMOFOS;AM-MO-FOS
697;AMNISTIYA;AM-NIS-TI-YA
698;AMORTIZATOR;A-MOR-TI-ZA-TOR
699;AMORTIZASIYA;A-MOR-TI-ZA-SI-YA
700;AMORF;A-MORF
701;AMPER;AM-PER
702;AMPERLI;AM-PER-LI
703;AMPERMETR;AM-PER-METR
704;AMPLITUDA;AM-PLI-TU-DA
705;AMPULA;AM-PU-LA
706;AMPUTASIYA;AM-PU-TA-SI-YA
707;AMR;AMR
708;AMRIMAHOL;AM-RI-MA-HOL
709;AMRIMA’RUF;AM-RI-MA’-RUF
710;AMFIBIYALAR;AM-FI-BI-YA-LAR
711;AMFITEATR;AM-FI-TE-ATR
712;AMFORA;AM-FO-RA
713;ANA;A-NA
714;ANAVI;A-NA-VI
715;ANAKONDA;A-NA-KON-DA
716;ANALIZ;A-NA-LIZ
717;ANALIZATOR;A-NA-LI-ZA-TOR
718;ANALIZATORLAR;A-NA-LI-ZA-TOR-LAR
719;ANALITIK;A-NA-LI-TIK
720;ANALOGIK;A-NA-LO-GIK
721;ANALOGIYA;A-NA-LO-GI-YA
722;ANANAS;A-NA-NAS
723;ANARXIZM;A-NAR-XIZM
724;ANARXIST;A-NAR-XIST
725;ANARXISTIK;A-NAR-XIS-TIK
726;ANARXISTLIK;A-NAR-XIST-LIK
727;ANARXIYA;A-NAR-XI-YA
728;ANARXIYACHI;A-NAR-XI-YA-CHI
729;ANATOM;A-NA-TOM
730;ANATOMIK;A-NA-TO-MIK
731;ANATOMIYA;A-NA-TO-MI-YA
732;ANAFORA;A-NA-FO-RA
733;ANBAR;AN-BAR
734;ANVAR;AN-VAR
735;ANVOI;AN-VO-I
736;ANGAR;AN-GAR
737;ANGIDRID;AN-GID-RID
738;ANG‘IZ;AN-G‘IZ
739;ANGILLAMOQ;AN-GIL-LA-MOQ
740;ANGINA;AN-GI-NA
741;ANGIOMA;AN-GI-O-MA
742;ANG‘IRT;AN-G‘IRT
743;ANGISHVONA;AN-GISH-VO-NA
744;ANG‘ISHLAMOQ;AN-G‘ISH-LA-MOQ
745;ANGLAMOQ;ANG-LA-MOQ
746;ANGLATMOQ;ANG-LAT-MOQ
747;ANGLASHILARLI;ANG-LA-SHI-LAR-LI
748;ANGLASHILMAS;ANG-LA-SHIL-MAS
749;ANGLASHILMOVCHILIK;ANG-LA-SHIL-MOV-CHI-LIK
750;ANGLASHILMOQ;ANG-LA-SHIL-MOQ
751;ANGOR;AN-GOR
752;ANGRAYMOQ;ANG-RAY-MOQ
753;ANDA;AN-DA
754;ANDAVA;AN-DA-VA
755;ANDAVALAMOQ;AN-DA-VA-LA-MOQ
756;ANDAZA;AN-DA-ZA
757;ANDAZASIZ;AN-DA-ZA-SIZ
758;ANDAK;AN-DAK
759;ANDALI;AN-DA-LI
760;ANDALIB;AN-DA-LIB
761;ANDARMON;AN-DAR-MON
762;ANDACHILIK;AN-DA-CHI-LIK
763;ANDI;AN-DI
764;ANDIZ;AN-DIZ
765;ANDISHA;AN-DI-SHA
766;ANDISHALI;AN-DI-SHA-LI
767;ANDISHASIZ;AN-DI-SHA-SIZ
768;ANDOZ;AN-DOZ
769;ANDOZA;AN-DO-ZA
770;ANDOM;AN-DOM
771;ANDUH;AN-DUH
772;ANEMIYA;A-NE-MI-YA
773;ANEMOMETR;A-NE-MO-METR
774;ANESTEZIYA;A-NES-TE-ZI-YA
775;ANJIR;AN-JIR
776;ANJIRZOR;AN-JIR-ZOR
777;ANJOM;AN-JOM
778;ANJUMAN;AN-JU-MAN
779;ANZUR;AN-ZUR
780;ANIQ;A-NIQ
781;ANIQLAMOQ;A-NIQ-LA-MOQ
782;ANIQLANMISH;A-NIQ-LAN-MISH
783;ANIQLASHMOQ;A-NIQ-LASH-MOQ
784;ANIQLIK;A-NIQ-LIK
785;ANIQLOVCHI;A-NIQ-LOV-CHI
786;ANILIN;A-NI-LIN
787;ANKETA;AN-KE-TA
788;ANQAYMOQ;AN-QAY-MOQ
789;ANQIMOQ;AN-QI-MOQ
790;ANQO;AN-QO
791;ANQOV;AN-QOV
792;ANQOVLANMOQ;AN-QOV-LAN-MOQ
793;ANQOVLIK;AN-QOV-LIK
794;ANQOVSIRAMOQ;AN-QOV-SI-RA-MOQ
795;ANNOTASIYA;AN-NO-TA-SI-YA
796;ANNULYASIYA;AN-NU-LYA-SI-YA
797;ANOV;A-NOV
798;ANOVI;A-NO-VI
799;ANOD;A-NOD
800;ANOYI;A-NO-YI
801;ANOMALIYA;A-NO-MA-LI-YA
802;ANONIM;A-NO-NIM
803;ANONIMKA;A-NO-NIM-KA
804;ANONIMCHI;A-NO-NIM-CHI
805;ANONS;A-NONS
806;ANOR;A-NOR
807;ANORGANIK;A-NOR-GA-NIK
808;ANORDOSHLAR;A-NOR-DOSH-LAR
809;ANORZOR;A-NOR-ZOR
810;ANORMAL;A-NOR-MAL
811;ANTAGONIZM;AN-TA-GO-NIZM
812;ANTAGONIST;AN-TA-GO-NIST
813;ANTAGONISTIK;AN-TA-GO-NIS-TIK
814;ANTARKTIDA;AN-TARK-TI-DA
815;ANTARKTIKA;AN-TARK-TI-KA
816;ANTENNA;AN-TEN-NA
817;ANTI;AN-TI
818;ANTIBIOTIK;AN-TI-BI-O-TIK
819;ANTIBIOTIKLAR;AN-TI-BI-O-TIK-LAR
820;ANTIGENLAR;AN-TI-GEN-LAR
821;ANTIK;AN-TIK
822;ANTIQA;AN-TI-QA
823;ANTIQIY;AN-TI-QIY
824;ANTINOMIYA;AN-TI-NO-MI-YA
825;ANTIPATIYA;AN-TI-PA-TI-YA
826;ANTISEMITIZM;AN-TI-SE-MI-TIZM
827;ANTITANALAR;AN-TI-TA-NA-LAR
828;ANTITEZA;AN-TI-TE-ZA
829;ANTITEZIS;AN-TI-TE-ZIS
830;ANTITELOLAR;AN-TI-TE-LO-LAR
831;ANTIFASHIST;AN-TI-FA-SHIST
832;ANTISIKLON;AN-TI-SIK-LON
833;ANTOLOGIYA;AN-TO-LO-GI-YA
834;ANTONIMIYA;AN-TO-NI-MI-YA
835;ANTONIMLAR;AN-TO-NIM-LAR
836;ANTRAKT;AN-TRAKT
837;ANTROPOLOG;AN-TRO-PO-LOG
838;ANTROPOLOGIK;AN-TRO-PO-LO-GIK
839;ANTROPOLOGIYA;AN-TRO-PO-LO-GI-YA
840;ANTROPOMETRIK;AN-TRO-PO-MET-RIK
841;ANTROPOMETRIYA;AN-TRO-PO-MET-RI-YA
842;ANTROPONIMIKA;AN-TRO-PO-NI-MI-KA
843;ANUV;A-NUV
844;ANHOR;AN-HOR
845;ANCHA;AN-CHA
846;ANCHAYIN;AN-CHA-YIN
847;ANCHAKI;AN-CHA-KI
848;AN’ANA;AN’-A-NA
849;AN’ANAVIY;AN’-A-NA-VIY
850;AORTA;A-OR-TA
851;APATIT;A-PA-TIT
852;APATIYA;A-PA-TI-YA
853;APELLYASIYA;A-PEL-LYA-SI-YA
854;APELSIN;A-PEL-SIN
855;APOGEY;A-PO-GEY
856;APOQ;A-POQ
857;APOPLEKSIYA;A-POP-LEK-SI-YA
858;APORT;A-PORT
859;APPARAT;AP-PA-RAT
860;APPARATURA;AP-PA-RA-TU-RA
861;APPARATCHI;AP-PA-RAT-CHI
862;APPENDISIT;AP-PEN-DI-SIT
863;APPLIKASIYA;AP-PLI-KA-SI-YA
864;APREL;AP-REL
865;APROBASIYA;AP-RO-BA-SI-YA
866;APTEKA;AP-TE-KA
867;APTEKACHI;AP-TE-KA-CHI
868;APTECHKA;AP-TECH-KA
869;ARAB;A-RAB
870;ARABI;A-RA-BI
871;ARABIY;A-RA-BIY
872;ARABLAR;A-RAB-LAR
873;ARABCHA;A-RAB-CHA
874;ARABSHUNOS;A-RAB-SHU-NOS
875;ARABSHUNOSLIK;A-RAB-SHU-NOS-LIK
876;ARAVA;A-RA-VA
877;ARAVA;A-RA-VA
878;ARAVAKASH;A-RA-VA-KASH
879;ARAVASOZ;A-RA-VA-SOZ
880;ARAVASOZLIK;A-RA-VA-SOZ-LIK
881;ARAZ;A-RAZ
882;ARAZLAMOQ;A-RAZ-LA-MOQ
883;ARAZLASHMOQ;A-RAZ-LASH-MOQ
884;ARAZCHI;A-RAZ-CHI
885;ARAYISH;A-RA-YISH
886;ARAQ;A-RAQ
887;ARAQI;A-RA-QI
888;ARAQXO‘R;A-RAQ-XO‘R
889;ARAQXO‘RLIK;A-RAQ-XO‘R-LIK
890;ARALASH;A-RA-LASH
891;ARALASHIB;A-RA-LA-SHIB
892;ARALASHIGA;A-RA-LA-SHI-GA
893;ARALASHMA;A-RA-LASH-MA
894;ARALASHMOQ;A-RA-LASH-MOQ
895;ARANG;A-RANG
896;ARASOT;A-RA-SOT
897;ARAFA;A-RA-FA
898;ARAFASIDA;A-RA-FA-SI-DA
899;ARBITRAJ;AR-BIT-RAJ
900;ARBOB;AR-BOB
901;ARVOH;AR-VOH
902;ARG‘AMCHI;AR-G‘AM-CHI
903;ARG‘IMCHOQ;AR-G‘IM-CHOQ
904;ARGO;AR-GO
905;ARGON;AR-GON
906;ARGOTIZMLAR;AR-GO-TIZM-LAR
907;ARG‘UVON;AR-G‘U-VON
908;ARG‘UVONIY;AR-G‘U-VO-NIY
909;ARGUMENT;AR-GU-MENT
910;ARGUMENTASIYA;AR-GU-MEN-TA-SI-YA
911;ARG‘UMOQ;AR-G‘U-MOQ
912;ARDOQ;AR-DOQ
913;ARDOQLAMOQ;AR-DOQ-LA-MOQ
914;ARDOQLI;AR-DOQ-LI
915;AREAL;A-RE-AL
916;AREOMETR;A-RE-O-METR
917;ARJUMAND;AR-JU-MAND
918;ARZ;ARZ
919;ARZA;AR-ZA
920;ARZANDA;AR-ZAN-DA
921;ARZACHI;AR-ZA-CHI
922;ARZGO‘Y;ARZ-GO‘Y
923;ARZIGUDEK;AR-ZI-GU-DEK
924;ARZIGULIK;AR-ZI-GU-LIK
925;ARZIGUNDAY;AR-ZI-GUN-DAY
926;ARZIYDIGAN;AR-ZIY-DI-GAN
927;ARZIMAGAN;AR-ZI-MA-GAN
928;ARZIMAS;AR-ZI-MAS
929;ARZIMOQ;AR-ZI-MOQ
930;ARZIRLI;AR-ZIR-LI
931;ARZNOMA;ARZ-NO-MA
932;ARZON;AR-ZON
933;ARZONQO‘L;AR-ZON-QO‘L
934;ARZONLAMOQ;AR-ZON-LA-MOQ
935;ARZONLASHMOQ;AR-ZON-LASH-MOQ
936;ARZONSINMOQ;AR-ZON-SIN-MOQ
937;ARZONCHILIK;AR-ZON-CHI-LIK
938;ARI;A-RI
939;ARIZA;A-RI-ZA
940;ARIZABOZ;A-RI-ZA-BOZ
941;ARIZABOZLIK;A-RI-ZA-BOZ-LIK
942;ARIZANAVIS;A-RI-ZA-NA-VIS
943;ARIZACHI;A-RI-ZA-CHI
944;ARIQ;A-RIQ
945;ARIQCHA;A-RIQ-CHA
946;ARILLAMOQ;A-RIL-LA-MOQ
947;ARIMOQ;A-RI-MOQ
948;ARISTOKRAT;A-RIS-TO-KRAT
949;ARISTOKRATIZM;A-RIS-TO-KRA-TIZM
950;ARISTOKRATIK;A-RIS-TO-KRA-TIK
951;ARISTOKRATIYA;A-RIS-TO-KRA-TI-YA
952;ARISTON;A-RIS-TON
953;ARITMIYA;A-RIT-MI-YA
954;ARIFMETIK;A-RIF-ME-TIK
955;ARIFMETIKA;A-RIF-ME-TI-KA
956;ARIFMOMETR;A-RIF-MO-METR
957;ARIXONA;A-RI-XO-NA
958;ARICHI;A-RI-CHI
959;ARICHILIK;A-RI-CHI-LIK
960;ARISH;A-RISH
961;ARIYA;A-RI-YA
962;ARK;ARK
963;ARKA;AR-KA
964;ARKON;AR-KON
965;ARKONI;AR-KO-NI
966;ARKTIKA;ARK-TI-KA
967;ARQIRAMOQ;AR-QI-RA-MOQ
968;ARQON;AR-QON
969;ARQONLAMOQ;AR-QON-LA-MOQ
970;ARMAN;AR-MAN
971;ARMANLAR;AR-MAN-LAR
972;ARMATURA;AR-MA-TU-RA
973;ARMATURACHI;AR-MA-TU-RA-CHI
974;ARMIYA;AR-MI-YA
975;ARMON;AR-MON
976;ARMUG‘ON;AR-MU-G‘ON
977;ARNA;AR-NA
978;ARO;A-RO
979;AROBA;A-RO-BA
980;AROQ;A-ROQ
981;AROQXO‘R;A-ROQ-XO‘R
982;AROSAT;A-RO-SAT
983;ARPA;AR-PA
984;ARPABODIYON;AR-PA-BO-DI-YON
985;ARPAG‘ON;AR-PA-G‘ON
986;ARPAPOYA;AR-PA-PO-YA
987;ARRA;AR-RA
988;ARRAKASH;AR-RA-KASH
989;ARRAKASHLIK;AR-RA-KASH-LIK
990;ARRALAMOQ;AR-RA-LA-MOQ
991;ARRACHI;AR-RA-CHI
992;ARSENAL;AR-SE-NAL
993;ARSLON;ARS-LON
994;ARTEZIAN;AR-TE-ZI-AN
995;ARTEL;AR-TEL
996;ARTERIOSKLEROZ;AR-TE-RI-O-SKLE-ROZ
997;ARTERIYA;AR-TE-RI-YA
998;ARTIZAN;AR-TI-ZAN
999;ARTIKUL;AR-TI-KUL
1000;ARTIKULYASIYA;AR-TI-KU-LYA-SI-YA
1001;ARTILLERIYA;AR-TIL-LE-RI-YA
1002;ARTILLERIYACHI;AR-TIL-LE-RI-YA-CHI
1003;ARTINMOQ;AR-TIN-MOQ
1004;ARTIST;AR-TIST
1005;ARTISTKA;AR-TIST-KA
1006;ARTISTLIK;AR-TIST-LIK
1007;ARTMOQ;ART-MOQ
1008;ARTRIT;AR-TRIT
1009;ARTROLOGIYA;AR-TRO-LO-GI-YA
1010;ARUZ;A-RUZ
1011;ARFA;AR-FA
1012;ARFACHI;AR-FA-CHI
1013;ARXAIZM;AR-XA-IZM
1014;ARXAIK;AR-XA-IK
1015;ARXAR;AR-XAR
1016;ARXEOLOG;AR-XE-O-LOG
1017;ARXEOLOGIK;AR-XE-O-LO-GIK
1018;ARXEOLOGIYA;AR-XE-O-LO-GI-YA
1019;ARXIV;AR-XIV
1020;ARXIVARIUS;AR-XI-VA-RI-US
1021;ARXIVCHI;AR-XIV-CHI
1022;ARXIVSHUNOS;AR-XIV-SHU-NOS
1023;ARXIVSHUNOSLIK;AR-XIV-SHU-NOS-LIK
1024;ARXIYEPISKOP;AR-XI-YE-PIS-KOP
1025;ARXIPELAG;AR-XI-PE-LAG
1026;ARXITEKTONIK;AR-XI-TEK-TO-NIK
1027;ARXITEKTONIKA;AR-XI-TEK-TO-NI-KA
1028;ARXITEKTOR;AR-XI-TEK-TOR
1029;ARXITEKTORLIK;AR-XI-TEK-TOR-LIK
1030;ARXITEKTURA;AR-XI-TEK-TU-RA
1031;ARCHA;AR-CHA
1032;ARCHAZOR;AR-CHA-ZOR
1033;ARCHIMOQ;AR-CHI-MOQ
1034;ASAB;A-SAB
1035;ASABBOZLIK;A-SAB-BOZ-LIK
1036;ASABIY;A-SA-BIY
1037;ASABIYLANMOQ;A-SA-BIY-LAN-MOQ
1038;ASABIYLASHMOQ;A-SA-BIY-LASH-MOQ
1039;ASABIYLIK;A-SA-BIY-LIK
1040;ASABIYAT;A-SA-BI-YAT
1041;ASAD;A-SAD
1042;ASAKA;A-SA-KA
1043;ASAL;A-SAL
1044;ASALARI;A-SAL-A-RI
1045;ASALARICHI;A-SAL-A-RI-CHI
1046;ASALARICHILIK;A-SAL-A-RI-CHI-LIK
1047;ASAR;A-SAR
1048;ASBOB;AS-BOB
1049;ASBOBSOZLIK;AS-BOB-SOZ-LIK
1050;ASIL;A-SIL
1051;ASILZODA;A-SIL-ZO-DA
1052;ASIMMETRIK;A-SIM-MET-RIK
1053;ASIMMETRIYA;A-SIM-MET-RI-YA
1054;ASIR;A-SIR
1055;ASIRA;A-SI-RA
1056;ASIRLIK;A-SIR-LIK
1057;ASKAR;AS-KAR
1058;ASKARBOSHI;AS-KAR-BO-SHI
1059;ASKARIY;AS-KA-RIY
1060;ASKARLIK;AS-KAR-LIK
1061;ASKARCHA;AS-KAR-CHA
1062;ASKET;AS-KET
1063;ASKETIZM;AS-KE-TIZM
1064;ASKIYA;AS-KI-YA
1065;ASKIYABOZ;AS-KI-YA-BOZ
1066;ASKIYABOZLIK;AS-KI-YA-BOZ-LIK
1067;ASKIYACHI;AS-KI-YA-CHI
1068;ASQATMOQ;AS-QAT-MOQ
1069;ASLAN;AS-LAN
1070;ASLAHA;AS-LA-HA
1071;ASLAHAXONA;AS-LA-HA-XO-NA
1072;ASLI;AS-LI
1073;ASLIDA;AS-LI-DA
1074;ASLO;AS-LO
1075;ASNO;AS-NO
1076;ASO;A-SO
1077;ASOV;A-SOV
1078;ASORAT;A-SO-RAT
1079;ASOS;A-SOS
1080;ASOSAN;A-SO-SAN
1081;ASOSIY;A-SO-SIY
1082;ASOSLAMOQ;A-SOS-LA-MOQ
1083;ASOSLANMOQ;A-SOS-LAN-MOQ
1084;ASOSLI;A-SOS-LI
1085;ASOSSIZ;A-SOS-SIZ
1086;ASOSCHI;A-SOS-CHI
1087;ASOTIR;A-SO-TIR
1088;ASOTIRIY;A-SO-TI-RIY
1089;ASPALASOFIN;AS-PA-LA-SO-FIN
1090;ASPIRANT;AS-PI-RANT
1091;ASPIRANTKA;AS-PI-RANT-KA
1092;ASPIRANTURA;AS-PI-RAN-TU-RA
1093;ASR;ASR
1094;ASRAMOQ;AS-RA-MOQ
1095;ASRANDI;AS-RAN-DI
1096;ASRDOSH;ASR-DOSH
1097;ASRIY;AS-RIY
1098;ASROR;AS-ROR
1099;ASRCHILIK;ASR-CHI-LIK
1100;ASSALOM;AS-SA-LOM
1101;ASSAMBLEYA;AS-SAM-BLE-YA
1102;ASSISTENT;AS-SIS-TENT
1103;ASSISTENTLIK;AS-SIS-TENT-LIK
1104;ASSORTIMENT;AS-SOR-TI-MENT
1105;ASTA;AS-TA
1106;ASTAR;AS-TAR
1107;ASTARLIK;AS-TAR-LIK
1108;ASTEROIDLAR;AS-TE-RO-ID-LAR
1109;ASTI;AS-TI
1110;ASTMA;AST-MA
1111;ASTOYDIL;AS-TOY-DIL
1112;ASTRO;AS-TRO
1113;ASTROBIOLOGIYA;AS-TRO-BI-O-LO-GI-YA
1114;ASTROBOTANIKA;AS-TRO-BO-TA-NI-KA
1115;ASTROLOG;AS-TRO-LOG
1116;ASTROLOGIYA;AS-TRO-LO-GI-YA
1117;ASTRONAVT;AS-TRO-NAVT
1118;ASTRONAVTIKA;AS-TRO-NAV-TI-KA
1119;ASTRONOM;AS-TRO-NOM
1120;ASTRONOMIK;AS-TRO-NO-MIK
1121;ASTRONOMIYA;AS-TRO-NO-MI-YA
1122;ASTROFIZIKA;AS-TRO-FI-ZI-KA
1123;ASFALASOFILIN;AS-FA-LA-SO-FI-LIN
1124;ASFALT;AS-FALT
1125;ASFALTLAMOQ;AS-FALT-LA-MOQ
1126;ATAVIZM;A-TA-VIZM
1127;ATAVISTIK;A-TA-VIS-TIK
1128;ATAY;A-TAY
1129;ATAYDAN;A-TAY-DAN
1130;ATAK;A-TAK
1131;ATAKA;A-TA-KA
1132;ATALA;A-TA-LA
1133;ATALAMOQ;A-TA-LA-MOQ
1134;ATALANMOQ;A-TA-LAN-MOQ
1135;ATALMOQ;A-TAL-MOQ
1136;ATAMA;A-TA-MA
1137;ATAMAN;A-TA-MAN
1138;ATAMASHUNOS;A-TA-MA-SHU-NOS
1139;ATAMASHUNOSLIK;A-TA-MA-SHU-NOS-LIK
1140;ATAMOQ;A-TA-MOQ
1141;ATAN;A-TAN
1142;ATANMOQ;A-TAN-MOQ
1143;ATVOR;AT-VOR
1144;ATEIZM;A-TE-IZM
1145;ATEIST;A-TE-IST
1146;ATEISTIK;A-TE-IS-TIK
1147;ATELYE;A-TEL-YE
1148;ATEROSKLEROZ;A-TE-RO-SKLE-ROZ
1149;ATIGI;A-TI-GI
1150;ATIQA;A-TI-QA
1151;ATIR;A-TIR
1152;ATIRGUL;A-TIR-GUL
1153;ATIRSOVUN;A-TIR-SO-VUN
1154;ATLAS;AT-LAS
1155;ATLET;AT-LET
1156;ATLETIK;AT-LE-TIK
1157;ATLETIKA;AT-LE-TI-KA
1158;ATLETIKACHI;AT-LE-TI-KA-CHI
1159;ATMOSFERA;AT-MO-SFE-RA
1160;ATMOSFERAVIY;AT-MO-SFE-RA-VIY
1161;ATO;A-TO
1162;ATOQ;A-TOQ
1163;ATOQLAMOQ;A-TOQ-LA-MOQ
1164;ATOQLI;A-TOQ-LI
1165;ATOM;A-TOM
1166;ATOMBOZ;A-TOM-BOZ
1167;ATOMISTIK;A-TO-MIS-TIK
1168;ATOMISTIKA;A-TO-MIS-TI-KA
1169;ATOMCHI;A-TOM-CHI
1170;ATRIBUT;AT-RI-BUT
1171;ATRIBUTIV;AT-RI-BU-TIV
1172;ATROF;AT-ROF
1173;ATROFIGA;AT-RO-FI-GA
1174;ATROFIDA;AT-RO-FI-DA
1175;ATROFIYA;AT-RO-FI-YA
1176;ATROFLAB;AT-ROF-LAB
1177;ATROFLI;AT-ROF-LI
1178;ATROFLICHA;AT-ROF-LI-CHA
1179;ATTANG;AT-TANG
1180;ATTASHE;AT-TA-SHE
1181;ATTESTAT;AT-TES-TAT
1182;ATTESTASION;AT-TES-TA-SI-ON
1183;ATTESTASIYA;AT-TES-TA-SI-YA
1184;ATTOR;AT-TOR
1185;ATTORLIK;AT-TOR-LIK
1186;ATTRAKSION;AT-TRAK-SI-ON
1187;AUDIT;A-U-DIT
1188;AUDITOR;A-U-DI-TOR
1189;AUDITORIYA;A-U-DI-TO-RI-YA
1190;AUKSION;A-UK-SI-ON
1191;AUT;A-UT
1192;AUTSAYDER;A-UT-SAY-DER
1193;AFANDI;A-FAN-DI
1194;AFG‘ON;AF-G‘ON
1195;AFG‘ONIY;AF-G‘O-NIY
1196;AFG‘ONLAR;AF-G‘ON-LAR
1197;AFGOR;AF-GOR
1198;AFZAL;AF-ZAL
1199;AFZUN;AF-ZUN
1200;AFIFA;A-FI-FA
1201;AFISHA;A-FI-SHA
1202;AFKOR;AF-KOR
1203;AFLOTUN;AF-LO-TUN
1204;AFORIZMLAR;A-FO-RIZM-LAR
1205;AFORISTIK;A-FO-RIS-TIK
1206;AFSONA;AF-SO-NA
1207;AFSONAVIY;AF-SO-NA-VIY
1208;AFSONAVOR;AF-SO-NA-VOR
1209;AFSUN;AF-SUN
1210;AFSUNGAR;AF-SUN-GAR
1211;AFSUNGARLIK;AF-SUN-GAR-LIK
1212;AFSUNKOR;AF-SUN-KOR
1213;AFSUNLAMOQ;AF-SUN-LA-MOQ
1214;AFSUNCHI;AF-SUN-CHI
1215;AFSUS;AF-SUS
1216;AFSUSKI;AF-SUS-KI
1217;AFSUSLANMOQ;AF-SUS-LAN-MOQ
1218;AFTIDAN;AF-TI-DAN
1219;AFFEKT;AF-FEKT
1220;AFFIKS;AF-FIKS
1221;AFYUN;AF-YUN
1222;AXAMIYAT;A-XA-MI-YAT
1223;AXBOR;AX-BOR
1224;AXBOROT;AX-BO-ROT
1225;AXBOROTNOMA;AX-BO-ROT-NO-MA
1226;AXD;AXD
1227;AXDNOMA;AXD-NO-MA
1228;AXIL;A-XIL
1229;AXIR;A-XIR
1230;AXIRI;A-XI-RI
1231;AXLAT;AX-LAT
1232;AXLATXONA;AX-LAT-XO-NA
1233;AXLOQ;AX-LOQ
1234;AXLOQIY;AX-LO-QIY
1235;AXLOQLI;AX-LOQ-LI
1236;AXLOQSIZ;AX-LOQ-SIZ
1237;AXLOQSIZLIK;AX-LOQ-SIZ-LIK
1238;AXTA;AX-TA
1239;AXTALAMOQ;AX-TA-LA-MOQ
1240;AXTARMOQ;AX-TAR-MOQ
1241;AXTAXONA;AX-TA-XO-NA
1242;AH;AH
1243;AHA;A-HA
1244;AHAMIYATLI;A-HA-MI-YAT-LI
1245;AHAMIYATSIZ;A-HA-MI-YAT-SIZ
1246;AHBOB;AH-BOB
1247;AHVOL;AH-VOL
1248;AHVOL;AH-VOL
1249;AHVOLOT;AH-VO-LOT
1250;AHD;AHD
1251;AHDLASHMOQ;AHD-LASH-MOQ
1252;AHYON;AH-YON
1253;AHIL;A-HIL
1254;AHILLASHMOQ;A-HIL-LASH-MOQ
1255;AHILLIK;A-HIL-LIK
1256;AHILCHILIK;A-HIL-CHI-LIK
1257;AHKOM;AH-KOM
1258;AHMOQ;AH-MOQ
1259;AHMOQGARCHILIK;AH-MOQ-GAR-CHI-LIK
1260;AHMOQLIK;AH-MOQ-LIK
1261;AHMOQONA;AH-MO-QO-NA
1262;AHMOQCHILIK;AH-MOQ-CHI-LIK
1263;AHOLI;A-HO-LI
1264;ASETILEN;A-SE-TI-LEN
1265;ASETON;A-SE-TON
1266;ACHA;A-CHA
1267;ACHIMOQ;A-CHI-MOQ
1268;ACHIMSIQ;A-CHIM-SIQ
1269;ACHIMTIR;A-CHIM-TIR
1270;ACHINARLI;A-CHI-NAR-LI
1271;ACHINISH;A-CHI-NISH
1272;ACHINMOQ;A-CHIN-MOQ
1273;ACHITQI;A-CHIT-QI
1274;ACHITMA;A-CHIT-MA
1275;ACHITMOQ;A-CHIT-MOQ
1276;ACHISHMOQ;A-CHISH-MOQ
1277;ACHOM;A-CHOM
1278;ACHOMLAMOQ;A-CHOM-LA-MOQ
1279;ACHCHIQ;ACH-CHIQ
1280;ACHCHIQLANMOQ;ACH-CHIQ-LAN-MOQ
1281;ACHCHIQLASHMOQ;ACH-CHIQ-LASH-MOQ
1282;ACHCHIQMIYA;ACH-CHIQ-MI-YA
1283;ACHCHIQTOSH;ACH-CHIQ-TOSH
1284;ASHADDIY;A-SHAD-DIY
1285;ASHYO;ASH-YO
1286;ASHYOVIY;ASH-YO-VIY
1287;ASHIR;A-SHIR
1288;ASHQOL;ASH-QOL
1289;ASHRAF;ASH-RAF
1290;ASHTAK;ASH-TAK
1291;ASHTARXONIYLAR;ASH-TAR-XO-NIY-LAR
1292;ASHULA;A-SHU-LA
1293;ASHULACHI;A-SHU-LA-CHI
